name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2,activity_zone_id,production,attraction
,4035,355989641.0,,yes,,,,"POLYGON ((80.25274779999999 12.9977025, 80.25287950000001 12.9977374, 80.252915 12.9976102, 80.2527832 12.9975753, 80.25274779999999 12.9977025))",POINT (80.25283140000001 12.9976563),215.8,2323.0,24,2.32285186432,2.32285186432
,4036,355989647.0,,yes,,,,"POLYGON ((80.25191940000001 12.9971811, 80.2520669 12.9972312, 80.2521124 12.997104, 80.2519649 12.9970539, 80.25191940000001 12.9971811))",POINT (80.2520159 12.9971425),252.3,2716.1,24,2.7157345939200006,2.7157345939200006
,4037,355989648.0,,yes,,,,"POLYGON ((80.2531855 12.9993243, 80.25318350000001 12.9991778, 80.2530854 12.999179, 80.2530874 12.9993255, 80.2531855 12.9993243))",POINT (80.2531355 12.9992517),172.4,1855.4,24,1.85569815296,1.85569815296
,4038,355989654.0,,yes,,,,"POLYGON ((80.2545298 13.0010254, 80.2546148 13.0010215, 80.2546074 13.0008697, 80.2545223 13.0008737, 80.2545298 13.0010254))",POINT (80.2545686 13.0009476),155.1,1669.8,16,1.66948250304,1.66948250304
,4039,355989655.0,,yes,,,,"POLYGON ((80.25215679999999 12.9972664, 80.25229109999999 12.9973062, 80.2523305 12.9971803, 80.2521962 12.9971404, 80.25215679999999 12.9972664))",POINT (80.2522436 12.9972233),221.7,2386.1,24,2.3863589356799997,2.3863589356799997
,4040,355989656.0,,yes,,,,"POLYGON ((80.2510865 12.9998214, 80.25109500000001 12.9996608, 80.25100740000001 12.9996564, 80.2509988 12.999817, 80.2510865 12.9998214))",POINT (80.25104690000001 12.9997389),169.3,1821.9,24,1.82233003072,1.82233003072
,4041,355989658.0,,yes,,,,"POLYGON ((80.250676 13.003429, 80.2507821 13.0034345, 80.2507894 13.003301, 80.25068330000001 13.0032955, 80.250676 13.003429))",POINT (80.2507327 13.003365),170.3,1833.5,16,1.8330939411200002,1.8330939411200002
,4042,355989660.0,,yes,,,,"POLYGON ((80.2496757 13.0024279, 80.24967239999999 13.0023296, 80.2495938 13.0023321, 80.24959699999999 13.0024304, 80.2496757 13.0024279))",POINT (80.2496347 13.00238),92.8,999.0,15,0.99889088512,0.99889088512
,4043,355989663.0,,yes,,,,"POLYGON ((80.2530788 13.0030547, 80.2532672 13.0030547, 80.2532673 13.0028957, 80.25307890000001 13.0028957, 80.2530788 13.0030547))",POINT (80.2531731 13.0029752),359.2,3866.7,16,3.8663966156800003,3.8663966156800003
,4044,355989665.0,,yes,,,,"POLYGON ((80.25422020000001 13.0010261, 80.25421830000001 13.0008893, 80.2541234 13.0008906, 80.25412540000001 13.0010274, 80.25422020000001 13.0010261))",POINT (80.25417179999999 13.0009583),155.6,1675.2,16,1.67486445824,1.67486445824
,4045,355989668.0,,yes,,,,"POLYGON ((80.25439540000001 12.9984213, 80.25439609999999 12.9982028, 80.2543137 12.9982026, 80.2543131 12.998421, 80.25439540000001 12.9984213))",POINT (80.2543546 12.9983119),215.7,2322.1,24,2.32177547328,2.32177547328
,4046,355989669.0,,yes,,,,"POLYGON ((80.2542444 13.0015621, 80.2543723 13.0015634, 80.254373 13.0014955, 80.25424510000001 13.0014943, 80.2542444 13.0015621))",POINT (80.2543087 13.0015288),104.1,1120.3,16,1.12052307264,1.12052307264
,4047,355989670.0,,yes,,,,"POLYGON ((80.2526426 12.9970603, 80.2527657 12.9970992, 80.2528046 12.9969823, 80.25268149999999 12.9969434, 80.2526426 12.9970603))",POINT (80.2527236 12.9970213),190.7,2052.9,24,2.0526777132799996,2.0526777132799996
,4048,355989674.0,,yes,,,,"POLYGON ((80.25418620000001 13.0020669, 80.2541638 13.0018691, 80.25408349999999 13.0018777, 80.2541059 13.0020756, 80.25418620000001 13.0020669))",POINT (80.2541348 13.0019723),192.8,2075.8,16,2.0752819251200005,2.0752819251200005
,4049,355989675.0,,yes,,,,"POLYGON ((80.2515477 12.999998, 80.2515471 12.9998548, 80.25146460000001 12.9998551, 80.25146530000001 12.9999984, 80.2515477 12.999998))",POINT (80.25150619999999 12.9999266),141.6,1524.6,24,1.52416971264,1.52416971264
,4050,355989679.0,,yes,,,,"POLYGON ((80.2534862 12.9990907, 80.2535699 12.9990864, 80.2535627 12.9989534, 80.2534789 12.9989578, 80.2534862 12.9990907))",POINT (80.2535244 12.9990221),133.9,1441.3,24,1.44128760256,1.44128760256
,4051,355989680.0,,yes,,,,"POLYGON ((80.25172739999999 13.0024672, 80.25186309999999 13.0024818, 80.25189810000001 13.0021719, 80.2517623 13.0021574, 80.25172739999999 13.0024672))",POINT (80.2518127 13.0023196),510.5,5495.1,16,5.4949762591999995,5.4949762591999995
,4052,355989681.0,,yes,,,,"POLYGON ((80.2511293 13.0004652, 80.2512562 13.0004625, 80.2512543 13.0003799, 80.2511275 13.0003827, 80.2511293 13.0004652))",POINT (80.2511918 13.0004226),125.6,1352.3,16,1.35194714624,1.35194714624
,4053,355989684.0,,yes,,,,"POLYGON ((80.2497858 13.003268, 80.24988380000001 13.003278, 80.2498978 13.0031472, 80.24979980000001 13.0031372, 80.2497858 13.003268))",POINT (80.2498418 13.0032076),155.4,1672.7,15,1.67271167616,1.67271167616
,4054,355989689.0,,yes,,,,"POLYGON ((80.250411 13.0005648, 80.2504077 13.0004228, 80.2503054 13.0004251, 80.25030870000001 13.0005671, 80.250411 13.0005648))",POINT (80.25035819999999 13.000495),174.3,1876.1,16,1.87614958272,1.87614958272
,4055,355989691.0,,yes,,,,"POLYGON ((80.2542353 12.9977958, 80.2542333 12.9976743, 80.2540903 12.9976766, 80.2540923 12.997798, 80.2542353 12.9977958))",POINT (80.2541628 12.9977362),208.3,2242.4,24,2.24212253632,2.24212253632
,4056,355989694.0,,yes,,,,"POLYGON ((80.2486731 13.0021636, 80.2485472 13.0021364, 80.2485314 13.0022058, 80.2486573 13.0022331, 80.2486731 13.0021636))",POINT (80.2486023 13.0021847),110.0,1184.2,15,1.184030144,1.184030144
,4057,355989698.0,,yes,,,,"POLYGON ((80.2486744 13.0028599, 80.24883749999999 13.0028654, 80.2488397 13.002805, 80.2486765 13.0027995, 80.2486744 13.0028599))",POINT (80.248757 13.0028324),118.3,1273.5,15,1.27337060032,1.27337060032
,4058,355989700.0,,yes,,,,"POLYGON ((80.2529267 12.997136, 80.2529614 12.9970412, 80.2528901 12.9970164, 80.2528554 12.9971112, 80.2529267 12.997136))",POINT (80.2529084 12.9970762),91.4,983.6,24,0.9838214105600002,0.9838214105600002
,4059,355989704.0,,yes,,,,"POLYGON ((80.2512211 13.0030258, 80.2512285 13.0028932, 80.2511423 13.0028886, 80.2511348 13.0030212, 80.2512211 13.0030258))",POINT (80.2511817 13.0029572),137.6,1480.7,16,1.48111407104,1.48111407104
,4060,355989705.0,,yes,,,,"POLYGON ((80.2529242 13.0025006, 80.2529172 13.0023495, 80.2528002 13.0023547, 80.25280720000001 13.0025058, 80.2529242 13.0025006))",POINT (80.2528622 13.0024276),212.4,2286.7,16,2.28625456896,2.28625456896
,4061,355989707.0,,yes,,,,"POLYGON ((80.25107629999999 12.999593, 80.2510754 12.9995149, 80.251032 12.9995154, 80.2510329 12.9995935, 80.25107629999999 12.999593))",POINT (80.2510542 12.9995542),40.7,437.6,24,0.4380911532800001,0.4380911532800001
,4062,355989710.0,,yes,,,,"POLYGON ((80.2542162 12.998029, 80.2542162 12.9979043, 80.2541205 12.9979043, 80.2541205 12.998029, 80.2542162 12.998029))",POINT (80.2541684 12.9979666),143.1,1540.4,24,1.54031557824,1.54031557824
,4063,355989711.0,,yes,,,,"POLYGON ((80.2516202 13.0021389, 80.25162280000001 13.0019898, 80.2514809 13.0019875, 80.2514783 13.0021365, 80.2516202 13.0021389))",POINT (80.2515506 13.0020632),253.7,2730.9,16,2.73080406848,2.73080406848
,4064,355989712.0,,yes,,,,"POLYGON ((80.2536266 13.0014491, 80.25395760000001 13.0014401, 80.253955 13.0013493, 80.253624 13.0013583, 80.2536266 13.0014491))",POINT (80.2537908 13.0013992),360.7,3882.5,16,3.8825424812800002,3.8825424812800002
,4065,355989713.0,,yes,,,,"POLYGON ((80.25263940000001 13.0030842, 80.25263940000001 13.0028907, 80.2525164 13.0028906, 80.2525164 13.0030841, 80.25263940000001 13.0030842))",POINT (80.25257790000001 13.0029874),285.4,3072.2,16,3.07202002816,3.07202002816
,4066,355989716.0,,yes,,,,"POLYGON ((80.254632 12.9978232, 80.2546311 12.9976642, 80.2545294 12.9976648, 80.25453039999999 12.9978238, 80.254632 12.9978232))",POINT (80.25458070000001 12.997744),193.8,2086.4,24,2.0860458355200002,2.0860458355200002
,4067,355989717.0,,yes,,,,"POLYGON ((80.2512602 13.0027785, 80.25127790000001 13.0026219, 80.2511875 13.0026122, 80.2511698 13.0027688, 80.2512602 13.0027785))",POINT (80.2512239 13.0026953),171.8,1849.5,16,1.8492398067200002,1.8492398067200002
,4068,355989720.0,,yes,,,,"POLYGON ((80.2521801 13.002268, 80.25217600000001 13.0021787, 80.2520466 13.0021844, 80.25205080000001 13.0022737, 80.2521801 13.002268))",POINT (80.2521134 13.0022262),138.8,1494.1,16,1.49403076352,1.49403076352
,4069,355989721.0,,yes,,,,"POLYGON ((80.25456490000001 12.9990271, 80.2545671 12.9988807, 80.2544286 12.9988787, 80.2544264 12.9990251, 80.25456490000001 12.9990271))",POINT (80.2544968 12.9989529),243.2,2617.9,24,2.61778300928,2.61778300928
,4070,355989722.0,,yes,,,,"POLYGON ((80.2507193 12.9995776, 80.2507202 12.9993186, 80.2506399 12.9993183, 80.25063900000001 12.9995774, 80.2507193 12.9995776))",POINT (80.2506796 12.999448),249.5,2685.2,24,2.6855956448000002,2.6855956448000002
,4071,355989723.0,,yes,,,,"POLYGON ((80.2509786 13.0031757, 80.2509833 13.0030667, 80.2508875 13.0030628, 80.25088289999999 13.0031718, 80.2509786 13.0031757))",POINT (80.2509331 13.0031192),125.4,1349.5,16,1.3497943641600003,1.3497943641600003
,4072,355989725.0,,yes,,,,"POLYGON ((80.25304149999999 12.9980151, 80.253085 12.9980579, 80.2531718 12.9979743, 80.25312820000001 12.9979315, 80.25304149999999 12.9980151))",POINT (80.2531066 12.9979947),88.2,949.2,24,0.9493768972800001,0.9493768972800001
,4073,355989727.0,,yes,,,,"POLYGON ((80.2540303 13.0010255, 80.254031 13.0008854, 80.2539321 13.000885, 80.2539314 13.0010251, 80.2540303 13.0010255))",POINT (80.2539812 13.0009552),166.2,1788.6,16,1.78896190848,1.78896190848
,4074,355989728.0,,yes,,,,"POLYGON ((80.2527393 12.9982402, 80.2528204 12.9981033, 80.2526778 12.9980231, 80.2525967 12.9981599, 80.2527393 12.9982402))",POINT (80.25270860000001 12.9981316),312.1,3359.1,24,3.3594164358400005,3.3594164358400005
,4075,355989729.0,,yes,,,,"POLYGON ((80.2502025 13.0003125, 80.2501941 13.0001417, 80.2501018 13.000146, 80.25011019999999 13.0003169, 80.2502025 13.0003125))",POINT (80.25015209999999 13.0002293),189.5,2040.3,16,2.0397610208,2.0397610208
,4076,355989732.0,,yes,,,,"POLYGON ((80.24926429999999 13.0028266, 80.2492585 13.0026994, 80.2491333 13.0027048, 80.24913909999999 13.002832, 80.24926429999999 13.0028266))",POINT (80.2491988 13.0027657),191.4,2059.7,15,2.06021245056,2.06021245056
,4077,355989734.0,,yes,,,,"POLYGON ((80.2501841 13.0021254, 80.2501821 13.0019834, 80.250074 13.0019849, 80.25007600000001 13.0021268, 80.2501841 13.0021254))",POINT (80.2501291 13.0020551),184.0,1981.1,16,1.9805595136000003,1.9805595136000003
,4078,355989738.0,,yes,,,,"POLYGON ((80.2509012 13.003004, 80.25091519999999 13.0028805, 80.2508055 13.0028687, 80.25079150000001 13.0029922, 80.2509012 13.003004))",POINT (80.2508533 13.0029364),164.4,1770.1,16,1.7695868697600001,1.7695868697600001
,4079,355989740.0,,yes,,,,"POLYGON ((80.25457830000001 13.0014805, 80.2545743 13.0013199, 80.2544164 13.0013236, 80.25442030000001 13.0014842, 80.25457830000001 13.0014805))",POINT (80.2544973 13.0014021),304.4,3276.3,16,3.2765343257599997,3.2765343257599997
,4080,355989741.0,,yes,,,,"POLYGON ((80.25315190000001 12.9997661, 80.25314729999999 12.9996929, 80.25303700000001 12.9996995, 80.2530416 12.9997727, 80.25315190000001 12.9997661))",POINT (80.25309439999999 12.9997328),97.2,1046.1,24,1.04625209088,1.04625209088
,4081,355989742.0,,yes,,,,"POLYGON ((80.25207399999999 12.9975161, 80.2521007 12.9974099, 80.2518501 12.9973502, 80.25182340000001 12.9974564, 80.25207399999999 12.9975161))",POINT (80.2519621 12.9974332),338.3,3641.1,24,3.64143088832,3.64143088832
,4082,355989744.0,,yes,,,,"POLYGON ((80.25098749999999 12.9998054, 80.2509908 12.999657, 80.25090590000001 12.9996552, 80.2509026 12.9998036, 80.25098749999999 12.9998054))",POINT (80.2509467 12.9997303),151.2,1627.1,24,1.62750325248,1.62750325248
,4083,355989745.0,,yes,,,,"POLYGON ((80.2490433 13.0024613, 80.24904600000001 13.0022731, 80.2489065 13.0022712, 80.24890379999999 13.0024595, 80.2490433 13.0024613))",POINT (80.24897489999999 13.0023663),315.0,3390.4,15,3.390631776,3.390631776
,4084,355989746.0,,yes,,,,"POLYGON ((80.2490596 13.0028393, 80.2490617 13.0027347, 80.24891270000001 13.0027317, 80.2489106 13.0028363, 80.2490596 13.0028393))",POINT (80.2489861 13.0027855),187.0,2012.6,15,2.0128512448,2.0128512448
,4085,355989747.0,,yes,,,,"POLYGON ((80.2529516 13.0030491, 80.2530589 13.0030491, 80.2530589 13.0028856, 80.2529516 13.0028856, 80.2529516 13.0030491))",POINT (80.2530053 13.0029674),210.4,2264.5,16,2.26472674816,2.26472674816
,4086,355989749.0,,yes,,,,"POLYGON ((80.2537231 13.0009677, 80.2537205 13.0008726, 80.2535919 13.000876, 80.2535946 13.0009711, 80.2537231 13.0009677))",POINT (80.2536575 13.0009218),146.7,1579.2,16,1.57906565568,1.57906565568
,4087,355989750.0,,yes,,,,"POLYGON ((80.251687 12.9979479, 80.25194279999999 12.9980115, 80.2519721 12.9978995, 80.2517163 12.9978359, 80.251687 12.9979479))",POINT (80.2518295 12.9979237),365.9,3938.7,24,3.93851481536,3.93851481536
,4088,355989753.0,,yes,,,,"POLYGON ((80.2540776 13.0015911, 80.2542325 13.0015872, 80.2542303 13.001502, 80.2540753 13.0015059, 80.2540776 13.0015911))",POINT (80.25415390000001 13.0015465),158.4,1705.2,16,1.7050034073600002,1.7050034073600002
,4089,355989754.0,,yes,,,,"POLYGON ((80.251582 12.9999884, 80.2516773 12.9999893, 80.25167860000001 12.9998511, 80.25158329999999 12.9998503, 80.251582 12.9999884))",POINT (80.2516303 12.9999198),157.9,1699.6,24,1.6996214521600002,1.6996214521600002
,4090,355989756.0,,yes,,,,"POLYGON ((80.24956640000001 13.0030488, 80.2495722 13.0028867, 80.2494784 13.0028836, 80.2494727 13.0030456, 80.24956640000001 13.0030488))",POINT (80.2495224 13.0029662),182.4,1963.4,15,1.96333725696,1.96333725696
,4091,355989757.0,,yes,,,,"POLYGON ((80.2539037 13.0027705, 80.25390520000001 13.0026859, 80.2538266 13.0026846, 80.2538251 13.0027692, 80.2539037 13.0027705))",POINT (80.2538651 13.0027275),79.8,858.6,16,0.85896004992,0.85896004992
,4092,355989760.0,,yes,,,,"POLYGON ((80.2517027 12.9998387, 80.25188660000001 12.9998304, 80.2518807 12.9997059, 80.2516967 12.9997143, 80.2517027 12.9998387))",POINT (80.2517917 12.9997723),275.1,2961.4,24,2.9611517510400005,2.9611517510400005
,4093,355989761.0,,yes,,,,"POLYGON ((80.2540376 12.9984106, 80.25403489999999 12.998275, 80.2539439 12.9982767, 80.25394660000001 12.9984123, 80.2540376 12.9984106))",POINT (80.2539907 12.9983436),148.0,1593.4,24,1.5930587392,1.5930587392
,4094,355989762.0,,yes,,,,"POLYGON ((80.2521459 12.9978277, 80.25218479999999 12.9977082, 80.25205750000001 12.9976689, 80.2520186 12.9977884, 80.2521459 12.9978277))",POINT (80.2521017 12.9977483),200.8,2161.0,24,2.1613932083200003,2.1613932083200003
,4095,355989764.0,,yes,,,,"POLYGON ((80.2494762 13.0032671, 80.24964110000001 13.0032718, 80.2496448 13.0031455, 80.24948000000001 13.0031408, 80.2494762 13.0032671))",POINT (80.2495605 13.0032063),249.9,2689.8,15,2.6899012089600003,2.6899012089600003
,4096,355989770.0,,yes,,,,"POLYGON ((80.25462109999999 13.0014143, 80.2547047 13.0014101, 80.25470009999999 13.0013234, 80.2546165 13.0013276, 80.25462109999999 13.0014143))",POINT (80.25466059999999 13.0013688),87.2,938.1,16,0.93861298688,0.93861298688
,4097,355989775.0,,yes,,,,"POLYGON ((80.25451630000001 12.9986607, 80.25451099999999 12.9984564, 80.2543857 12.9984594, 80.2543909 12.9986637, 80.25451630000001 12.9986607))",POINT (80.254451 12.9985601),307.3,3307.7,24,3.3077496659200003,3.3077496659200003
,4098,355989778.0,,yes,,,,"POLYGON ((80.2523597 12.998079, 80.2524555 12.9981055, 80.25248620000001 12.9980002, 80.2523905 12.9979736, 80.2523597 12.998079))",POINT (80.25242299999999 12.9980396),130.8,1407.5,24,1.4079194803200004,1.4079194803200004
,4099,355989781.0,,yes,,,,"POLYGON ((80.25111939999999 13.0030276, 80.2511287 13.0028895, 80.2510405 13.0028839, 80.2510312 13.003022, 80.25111939999999 13.0030276))",POINT (80.25108 13.0029557),146.7,1579.0,16,1.57906565568,1.57906565568
,4100,355989782.0,,yes,,,,"POLYGON ((80.2546574 12.998404, 80.2547592 12.9984035, 80.25475830000001 12.9982181, 80.2546565 12.9982186, 80.2546574 12.998404))",POINT (80.2547079 12.998311),226.3,2436.3,24,2.4358729235200003,2.4358729235200003
,4101,355989783.0,,yes,,,,"POLYGON ((80.2503957 13.0016085, 80.2503845 13.0014665, 80.2502526 13.0014764, 80.2502638 13.0016184, 80.2503957 13.0016085))",POINT (80.2503241 13.0015424),225.9,2432.0,16,2.43156735936,2.43156735936
,4102,355989784.0,,yes,,,,"POLYGON ((80.25264249999999 12.9969193, 80.25267359999999 12.9968048, 80.2525799 12.9967807, 80.2525715 12.9968117, 80.2525469 12.9968053, 80.25253240000001 12.9968588, 80.2525538 12.9968643, 80.2525457 12.9968943, 80.25264249999999 12.9969193))",POINT (80.2526043 12.9968486),155.7,1675.5,24,1.6759408492799999,1.6759408492799999
,4103,355989786.0,,yes,,,,"POLYGON ((80.2528868 12.9992851, 80.2528855 12.999154, 80.25279980000001 12.9991548, 80.2528011 12.9992859, 80.2528868 12.9992851))",POINT (80.25284329999999 12.99922),134.7,1450.4,24,1.44989873088,1.44989873088
,4104,355989788.0,,yes,,,,"POLYGON ((80.251043 13.0021109, 80.2510485 13.0020073, 80.25095090000001 13.0020023, 80.2509453 13.0021059, 80.251043 13.0021109))",POINT (80.2509969 13.0020566),121.7,1309.4,16,1.30996789568,1.30996789568
,4105,355989789.0,,yes,,,,"POLYGON ((80.2543702 13.0020502, 80.254355 13.0018999, 80.2542206 13.0019128, 80.2542357 13.0020631, 80.2543702 13.0020502))",POINT (80.2542954 13.0019815),244.7,2633.7,16,2.63392887488,2.63392887488
,4106,355989790.0,,yes,,,,"POLYGON ((80.2527746 13.0030856, 80.2527747 13.0028902, 80.2526544 13.0028902, 80.2526543 13.0030855, 80.2527746 13.0030856))",POINT (80.2527145 13.0029879),281.8,3033.5,16,3.03326995072,3.03326995072
,4107,355989794.0,,yes,,,,"POLYGON ((80.253715 12.9991948, 80.2538402 12.999191, 80.2538375 12.9991056, 80.2537122 12.9991095, 80.253715 12.9991948))",POINT (80.2537762 12.9991502),128.3,1381.3,24,1.38100970432,1.38100970432
,4108,355989795.0,,yes,,,,"POLYGON ((80.2511688 13.0027712, 80.25118380000001 13.0026386, 80.2510821 13.0026277, 80.25106719999999 13.0027604, 80.2511688 13.0027712))",POINT (80.2511255 13.0026995),163.6,1761.4,16,1.76097574144,1.76097574144
,4109,355989796.0,,yes,,,,"POLYGON ((80.25113399999999 13.0005642, 80.25127759999999 13.0005615, 80.2512761 13.0004843, 80.2511325 13.0004871, 80.25113399999999 13.0005642))",POINT (80.25120510000001 13.0005243),132.9,1430.6,16,1.4305236921600002,1.4305236921600002
,4110,355989798.0,,yes,,,,"POLYGON ((80.2521959 13.002269, 80.2523132 13.0022639, 80.25230910000001 13.0021753, 80.25219180000001 13.0021804, 80.2521959 13.002269))",POINT (80.2522525 13.0022221),124.9,1344.2,16,1.34441240896,1.34441240896
,4111,355989800.0,,yes,,,,"POLYGON ((80.2492876 13.0021927, 80.2493734 13.0021953, 80.24937799999999 13.0020472, 80.24929229999999 13.0020446, 80.2492876 13.0021927))",POINT (80.2493328 13.00212),152.4,1640.8,15,1.64041994496,1.64041994496
,4112,355989802.0,,yes,,,,"POLYGON ((80.25155549999999 13.002517, 80.2517196 13.0025234, 80.25172360000001 13.002428, 80.2515594 13.0024216, 80.25155549999999 13.002517))",POINT (80.2516395 13.0024725),188.1,2024.7,16,2.02469154624,2.02469154624
,4113,355989804.0,,yes,,,,"POLYGON ((80.2510075 13.0023426, 80.2510113 13.0021936, 80.2509168 13.0021913, 80.250913 13.0023403, 80.2510075 13.0023426))",POINT (80.2509621 13.002267),169.0,1818.7,16,1.8191008576,1.8191008576
,4114,355989807.0,,yes,,,,"POLYGON ((80.2532425 12.9985065, 80.2532253 12.9983425, 80.2531051 12.9983545, 80.2531223 12.9985185, 80.2532425 12.9985065))",POINT (80.2531738 12.9984305),238.9,2571.2,24,2.57149819456,2.57149819456
,4115,355989808.0,,yes,,,,"POLYGON ((80.25038429999999 13.0003107, 80.2503899 13.0001381, 80.25030270000001 13.0001354, 80.2502971 13.000308, 80.25038429999999 13.0003107))",POINT (80.2503435 13.0002231),180.7,1944.7,16,1.94503860928,1.94503860928
,4116,355989810.0,,yes,,,,"POLYGON ((80.2486028 13.0024875, 80.24862520000001 13.0023475, 80.24849380000001 13.0023275, 80.2484714 13.0024676, 80.2486028 13.0024875))",POINT (80.2485483 13.0024075),226.0,2433.1,15,2.4326437504,2.4326437504
,4117,355989813.0,,yes,,,,"POLYGON ((80.25039289999999 13.0022185, 80.2503966 13.0020159, 80.250237 13.0020131, 80.2502333 13.0022157, 80.25039289999999 13.0022185))",POINT (80.250315 13.0021158),387.9,4175.2,16,4.17532084416,4.17532084416
,4118,355989815.0,,yes,,,,"POLYGON ((80.25310570000001 12.9988411, 80.253102 12.9987312, 80.25298530000001 12.998735, 80.252989 12.9988449, 80.25310570000001 12.9988411))",POINT (80.2530455 12.998788),154.0,1657.3,24,1.6576422016,1.6576422016
,4119,355989816.0,,yes,,,,"POLYGON ((80.25113589999999 13.0001572, 80.2512571 13.0001608, 80.25125970000001 13.0000768, 80.2511385 13.0000732, 80.25113589999999 13.0001572))",POINT (80.2511978 13.000117),122.2,1315.4,16,1.3153498508800001,1.3153498508800001
,4120,355989818.0,,yes,,,,"POLYGON ((80.2544115 13.0015023, 80.25441379999999 13.0016054, 80.2545622 13.0016022, 80.2545598 13.0014991, 80.2544115 13.0015023))",POINT (80.2544868 13.0015523),183.5,1975.3,16,1.9751775584,1.9751775584
,4121,355989823.0,,yes,,,,"POLYGON ((80.24870230000001 13.002412, 80.2487046 13.0024974, 80.2488883 13.0024928, 80.248886 13.0024075, 80.24870230000001 13.002412))",POINT (80.2487953 13.0024524),188.1,2025.2,15,2.02469154624,2.02469154624
,4122,355989826.0,,yes,,,,"POLYGON ((80.2531991 12.9988461, 80.2531912 12.9986967, 80.2531042 12.9987011, 80.2531121 12.9988505, 80.2531991 12.9988461))",POINT (80.2531517 12.9987736),156.3,1682.3,24,1.6823991955200002,1.6823991955200002
,4123,355989827.0,,yes,,,,"POLYGON ((80.25103420000001 13.0002144, 80.2510989 13.0002164, 80.25110359999999 13.0000729, 80.2510389 13.0000709, 80.25103420000001 13.0002144))",POINT (80.25106890000001 13.0001437),111.5,1199.7,16,1.2001760096,1.2001760096
,4124,355989828.0,,yes,,,,"POLYGON ((80.2496601 13.0030476, 80.2496694 13.0028904, 80.2495868 13.0028858, 80.2495775 13.003043, 80.2496601 13.0030476))",POINT (80.2496235 13.0029667),156.2,1681.6,15,1.68132280448,1.68132280448
,4125,355989829.0,,yes,,,,"POLYGON ((80.2524732 12.9977555, 80.25249839999999 12.9976791, 80.2523365 12.9976284, 80.2523113 12.9977047, 80.2524732 12.9977555))",POINT (80.2524049 12.9976919),163.6,1760.7,24,1.76097574144,1.76097574144
,4126,355989830.0,,yes,,,,"POLYGON ((80.2542967 13.0030529, 80.2542997 13.0028782, 80.2541825 13.0028763, 80.25417950000001 13.003051, 80.2542967 13.0030529))",POINT (80.25423960000001 13.0029646),245.6,2643.6,16,2.64361639424,2.64361639424
,4127,355989832.0,,yes,,,,"POLYGON ((80.253201 13.0028069, 80.253201 13.0026913, 80.2530965 13.0026912, 80.2530965 13.0028068, 80.253201 13.0028069))",POINT (80.25314880000001 13.002749),144.9,1559.3,16,1.5596906169600002,1.5596906169600002
,4128,355989839.0,,yes,,,,"POLYGON ((80.2535017 12.9962109, 80.25355810000001 12.9962856, 80.2536379 12.9962284, 80.2535815 12.9961537, 80.2535017 12.9962109))",POINT (80.25356979999999 12.9962197),110.2,1185.9,24,1.18618292608,1.18618292608
,4129,355989843.0,,yes,,,,"POLYGON ((80.25249530000001 12.9990926, 80.25249340000001 12.9989744, 80.2523491 12.9989767, 80.2523511 12.9990949, 80.25249530000001 12.9990926))",POINT (80.2524222 12.9990346),204.5,2201.5,24,2.2012196768,2.2012196768
,4130,355989847.0,,yes,,,,"POLYGON ((80.2534562 13.0030376, 80.2535524 13.0030392, 80.2535549 13.0028946, 80.2534587 13.002893, 80.2534562 13.0030376))",POINT (80.2535056 13.0029661),166.9,1796.1,16,1.79649664576,1.79649664576
,4131,355989849.0,,yes,,,,"POLYGON ((80.25476159999999 13.0015505, 80.2547635 13.0014227, 80.2546285 13.0014207, 80.2546265 13.0015485, 80.25476159999999 13.0015505))",POINT (80.254695 13.0014856),207.0,2228.4,16,2.2281294527999997,2.2281294527999997
,4132,355989851.0,,yes,,,,"POLYGON ((80.2543289 13.0010322, 80.2544087 13.0010302, 80.25440399999999 13.0008594, 80.2543242 13.0008614, 80.2543289 13.0010322))",POINT (80.2543665 13.0009458),163.6,1760.6,16,1.76097574144,1.76097574144
,4133,355989852.0,,yes,,,,"POLYGON ((80.2520832 12.9975091, 80.25216210000001 12.9975316, 80.25219439999999 12.9974243, 80.2521155 12.9974018, 80.2520832 12.9975091))",POINT (80.2521388 12.9974667),110.2,1186.6,24,1.18618292608,1.18618292608
,4134,355989854.0,,yes,,,,"POLYGON ((80.250322 12.9995765, 80.2503342 12.999442, 80.250197 12.9994304, 80.25018489999999 12.9995648, 80.250322 12.9995765))",POINT (80.2502595 12.9995034),222.8,2398.5,24,2.3981992371200005,2.3981992371200005
,4135,355989858.0,,yes,,,,"POLYGON ((80.2543129 13.0030451, 80.2544189 13.0030469, 80.2544209 13.0029334, 80.2543149 13.0029316, 80.2543129 13.0030451))",POINT (80.25436689999999 13.0029892),144.3,1553.4,16,1.5532322707200001,1.5532322707200001
,4136,355989859.0,,yes,,,,"POLYGON ((80.24911040000001 13.0026971, 80.2492712 13.0026891, 80.2492639 13.002549, 80.24910300000001 13.0025571, 80.24911040000001 13.0026971))",POINT (80.2491871 13.0026231),270.9,2915.4,15,2.91594332736,2.91594332736
,4137,355989862.0,,yes,,,,"POLYGON ((80.25279449999999 13.003051, 80.25291199999999 13.0030511, 80.25291199999999 13.0028839, 80.25279449999999 13.0028839, 80.25279449999999 13.003051))",POINT (80.2528533 13.0029675),235.5,2535.2,16,2.5349008991999997,2.5349008991999997
